uri	title	url	n	class for black list	alternate image	weight (if not black list or 1)	comment
http://en.wikipedia.org/wiki/Bladder_cancer	Bladder cancer	https://commons.wikimedia.org/wiki/Special:FilePath/Bladder_urothelial_carcinoma_(1)_pT1.JPG	13				
http://en.wikipedia.org/wiki/Ecosystem_services	Ecosystem services	https://commons.wikimedia.org/wiki/Special:FilePath/Bee_pollinating_Aquilegia_vulgaris.JPG	13				
http://en.wikipedia.org/wiki/Land	Land	https://commons.wikimedia.org/wiki/Special:FilePath/AYool_topography_15min.png	13				
http://en.wikipedia.org/wiki/Astrocyte	Astrocyte	https://commons.wikimedia.org/wiki/Special:FilePath/Astrocyte5.jpg	13				
http://en.wikipedia.org/wiki/Prosthesis	Prosthesis	https://commons.wikimedia.org/wiki/Special:FilePath/Army_prosthetic.jpg	13				
http://en.wikipedia.org/wiki/Determinant	Determinant	https://commons.wikimedia.org/wiki/Special:FilePath/Area_parallellogram_as_determinant.svg	13				
http://en.wikipedia.org/wiki/Sea_ice	Sea ice	https://commons.wikimedia.org/wiki/Special:FilePath/Arctic_ice.jpg	13				
http://en.wikipedia.org/wiki/Aneurysm	Aneurysm	https://commons.wikimedia.org/wiki/Special:FilePath/Aneurysem.jpg	13				
http://en.wikipedia.org/wiki/Gigantism	Gigantism	https://commons.wikimedia.org/wiki/Special:FilePath/Andre_in_the_late_'80s.jpg	13				
http://en.wikipedia.org/wiki/Stereotype	Stereotype	https://commons.wikimedia.org/wiki/Special:FilePath/18th_century_ethnography.jpg	13				
http://en.wikipedia.org/wiki/Multiple_drug_resistance	Multiple drug resistance		13				
http://en.wikipedia.org/wiki/Synergy	Synergy		13				
http://en.wikipedia.org/wiki/Movement_assessment	Movement assessment		13				
http://en.wikipedia.org/wiki/Legislation	Legislation		13				
http://en.wikipedia.org/wiki/Maternal_death	Maternal death		13				
http://en.wikipedia.org/wiki/Science%2C_technology%2C_engineering%2C_and_mathematics	Science, technology, engineering, and mathematics		13				
http://en.wikipedia.org/wiki/Measurement_in_quantum_mechanics	Measurement in quantum mechanics		13				
http://en.wikipedia.org/wiki/Social_stratification	Social stratification		13				
http://en.wikipedia.org/wiki/Afrotropical_realm	Afrotropical realm		13				
http://en.wikipedia.org/wiki/Real-time_computing	Real-time computing		13				
http://en.wikipedia.org/wiki/Medical_device	Medical device		13				
http://en.wikipedia.org/wiki/Squamous_cell_carcinoma	Squamous cell carcinoma		13				
http://en.wikipedia.org/wiki/Incentive	Incentive		13				
http://en.wikipedia.org/wiki/Neonicotinoid	Neonicotinoid		13				
http://en.wikipedia.org/wiki/Intracerebral_hemorrhage	Intracerebral hemorrhage		13				
http://en.wikipedia.org/wiki/Binding_selectivity	Binding selectivity		13				
http://en.wikipedia.org/wiki/Trust_%28emotion%29	Trust (emotion)		13				
http://en.wikipedia.org/wiki/Critically_endangered	Critically endangered		13				
http://en.wikipedia.org/wiki/Stakeholder_%28corporate%29	Stakeholder (corporate)		13				
http://en.wikipedia.org/wiki/Fluid	Fluid		13				
http://en.wikipedia.org/wiki/Kidney_disease	Kidney disease		13				
http://en.wikipedia.org/wiki/Focal_seizure	Focal seizure		13				
http://en.wikipedia.org/wiki/Clearance_%28pharmacology%29	Clearance (pharmacology)		13				
http://en.wikipedia.org/wiki/Transcriptional_regulation	Transcriptional regulation		13				
http://en.wikipedia.org/wiki/Holism	Holism		13				
http://en.wikipedia.org/wiki/Bioethics	Bioethics		13				
http://en.wikipedia.org/wiki/Quantity	Quantity		13				
http://en.wikipedia.org/wiki/Outline_%28list%29	Outline (list)		13				
http://en.wikipedia.org/wiki/Internal_medicine	Internal medicine		13				
http://en.wikipedia.org/wiki/Early_intervention_in_psychosis	Early intervention in psychosis		13				
http://en.wikipedia.org/wiki/Quasi-experiment	Quasi-experiment		13				
http://en.wikipedia.org/wiki/Open-label_trial	Open-label trial		13				
http://en.wikipedia.org/wiki/Proposition	Proposition		13				
http://en.wikipedia.org/wiki/Endemic_%28epidemiology%29	Endemic (epidemiology)		13				
http://en.wikipedia.org/wiki/Transsexual	Transsexual	https://commons.wikimedia.org/wiki/Special:FilePath/TransgenreatParis2005.JPG	12	nsfw			
http://en.wikipedia.org/wiki/Randomness	Randomness	https://en.wikipedia.org/wiki/Special:FilePath/RandomBitmap.png	12				
http://en.wikipedia.org/wiki/Galaxy	Galaxy	https://en.wikipedia.org/wiki/Special:FilePath/NGC_4414_(NASA-med).jpg	12				
http://en.wikipedia.org/wiki/Social_work	Social work	https://en.wikipedia.org/wiki/Special:FilePath/London-slum-1880s.jpg	12				
http://en.wikipedia.org/wiki/Americans	Americans	https://en.wikipedia.org/wiki/Special:FilePath/Flag_of_the_United_States.svg	12				
http://en.wikipedia.org/wiki/France	France	https://en.wikipedia.org/wiki/Special:FilePath/Flag_of_France.svg	12				
http://en.wikipedia.org/wiki/Plastic_surgery	Plastic surgery	https://en.wikipedia.org/wiki/Special:FilePath/Edwin_Smith_Papyrus_v2.jpg	12				
http://en.wikipedia.org/wiki/Elephant	Elephant	https://en.wikipedia.org/wiki/Special:FilePath/African_Bush_Elephant.jpg	12				
http://en.wikipedia.org/wiki/Controversy	Controversy	https://commons.wikimedia.org/wiki/Special:FilePath/Дискуссия.jpg	12				
http://en.wikipedia.org/wiki/Exclusive_economic_zone	Exclusive economic zone	https://commons.wikimedia.org/wiki/Special:FilePath/Zonmar-en.svg	12				
http://en.wikipedia.org/wiki/Connectome	Connectome	https://commons.wikimedia.org/wiki/Special:FilePath/White_Matter_Connections_Obtained_with_MRI_Tractography.png	12				
http://en.wikipedia.org/wiki/Restoration_ecology	Restoration ecology	https://commons.wikimedia.org/wiki/Special:FilePath/Wetland_restoration_in_Australia.jpg	12				
http://en.wikipedia.org/wiki/Sea	Sea	https://commons.wikimedia.org/wiki/Special:FilePath/Waves_lajolla.jpg	12				
http://en.wikipedia.org/wiki/Electric_charge	Electric charge	https://commons.wikimedia.org/wiki/Special:FilePath/VFPt_charges_plus_minus_thumb.svg	12				
http://en.wikipedia.org/wiki/Electricity_generation	Electricity generation	https://commons.wikimedia.org/wiki/Special:FilePath/Turbogenerator01.jpg	12				
http://en.wikipedia.org/wiki/Childhood_cancer	Childhood cancer	https://commons.wikimedia.org/wiki/Special:FilePath/Trying_out_hats_to_wear_after_chemotherapy_-_cropped.jpg	12				
http://en.wikipedia.org/wiki/Pet	Pet	https://commons.wikimedia.org/wiki/Special:FilePath/Trillium_Poncho_cat_dog.jpg	12				
http://en.wikipedia.org/wiki/Noise_pollution	Noise pollution	https://commons.wikimedia.org/wiki/Special:FilePath/Traffic_jam_Sao_Paulo_09_2006_30a.jpg	12				
http://en.wikipedia.org/wiki/Truth	Truth	https://commons.wikimedia.org/wiki/Special:FilePath/Time_Saving_Truth_from_Falsehood_and_Envy.jpg	12				
http://en.wikipedia.org/wiki/Testosterone	Testosterone	https://commons.wikimedia.org/wiki/Special:FilePath/Testosteron.svg	12				
http://en.wikipedia.org/wiki/Orthopedic_surgery	Orthopedic surgery	https://commons.wikimedia.org/wiki/Special:FilePath/Teardrop_fracture.jpg	12				
http://en.wikipedia.org/wiki/Flowering_plant	Flowering plant	https://commons.wikimedia.org/wiki/Special:FilePath/Sweetbay_Magnolia_Magnolia_virginiana_Flower_Closeup_2242px.jpg	12				
http://en.wikipedia.org/wiki/Pig	Pig	https://commons.wikimedia.org/wiki/Special:FilePath/Sus_Barbatus,_the_Bornean_Bearded_Pig_(12616351323).jpg	12				
http://en.wikipedia.org/wiki/Crown_group	Crown group	https://commons.wikimedia.org/wiki/Special:FilePath/Stemgroups_Rev.png	12				
http://en.wikipedia.org/wiki/Quantum_entanglement	Quantum entanglement	https://commons.wikimedia.org/wiki/Special:FilePath/SPDC_figure.png	12				
http://en.wikipedia.org/wiki/Biodegradation	Biodegradation	https://commons.wikimedia.org/wiki/Special:FilePath/Slime.mold.jpg	12				
http://en.wikipedia.org/wiki/Livestock	Livestock	https://commons.wikimedia.org/wiki/Special:FilePath/Sheep_and_cow_in_South_Africa.jpg	12				
http://en.wikipedia.org/wiki/Sequence_assembly	Sequence assembly	https://commons.wikimedia.org/wiki/Special:FilePath/Seqassemble.png	12				
http://en.wikipedia.org/wiki/Patient_participation	Patient participation	https://commons.wikimedia.org/wiki/Special:FilePath/Seattle_physician_with_patient_1999.jpg	12				
http://en.wikipedia.org/wiki/Wing	Wing	https://commons.wikimedia.org/wiki/Special:FilePath/Seagull_wing.jpg	12				
http://en.wikipedia.org/wiki/Cnidaria	Cnidaria	https://commons.wikimedia.org/wiki/Special:FilePath/Sea_nettles.jpg	12				
http://en.wikipedia.org/wiki/Rotation	Rotation	https://commons.wikimedia.org/wiki/Special:FilePath/Rotating_Sphere.gif	12				
http://en.wikipedia.org/wiki/Proton	Proton	https://commons.wikimedia.org/wiki/Special:FilePath/Quark_structure_proton.svg	12				
http://en.wikipedia.org/wiki/Gay	Gay	https://commons.wikimedia.org/wiki/Special:FilePath/Punch_1857.jpg	12				
http://en.wikipedia.org/wiki/Doctorate	Doctorate	https://commons.wikimedia.org/wiki/Special:FilePath/Professors.JPG	12				
http://en.wikipedia.org/wiki/Mercury_%28element%29	Mercury (element)	https://commons.wikimedia.org/wiki/Special:FilePath/Pound-coin-floating-in-mercury.jpg	12				
http://en.wikipedia.org/wiki/Potency_%28pharmacology%29	Potency (pharmacology)	https://commons.wikimedia.org/wiki/Special:FilePath/Potency_pharmacology.svg	12				
http://en.wikipedia.org/wiki/Phase_%28waves%29	Phase (waves)	https://commons.wikimedia.org/wiki/Special:FilePath/Phase_shift.svg	12				
http://en.wikipedia.org/wiki/Pharmacy	Pharmacy	https://commons.wikimedia.org/wiki/Special:FilePath/PharmacistsMortar.svg	12				
http://en.wikipedia.org/wiki/Pelagic_zone	Pelagic zone	https://commons.wikimedia.org/wiki/Special:FilePath/Pelagiczone.svg	12				
http://en.wikipedia.org/wiki/Dominance_%28genetics%29	Dominance (genetics)	https://commons.wikimedia.org/wiki/Special:FilePath/Peas_in_pods_-_Studio.jpg	12				
http://en.wikipedia.org/wiki/Green_fluorescent_protein	Green fluorescent protein	https://commons.wikimedia.org/wiki/Special:FilePath/PDB_1ema_EBI.jpg	12				
http://en.wikipedia.org/wiki/Beta-lactamase	Beta-lactamase	https://commons.wikimedia.org/wiki/Special:FilePath/PDB_1bsg_EBI.jpg	12				
http://en.wikipedia.org/wiki/Overdiagnosis	Overdiagnosis	https://commons.wikimedia.org/wiki/Special:FilePath/Overdiagnosis1.jpg	12				
http://en.wikipedia.org/wiki/Egg	Egg	https://commons.wikimedia.org/wiki/Special:FilePath/Oeufs002b.jpg	12				
http://en.wikipedia.org/wiki/Obsessive%E2%80%93compulsive_disorder	Obsessive–compulsive disorder	https://commons.wikimedia.org/wiki/Special:FilePath/OCD_handwash.jpg	12				
http://en.wikipedia.org/wiki/Huntington%27s_disease	Huntington's disease	https://commons.wikimedia.org/wiki/Special:FilePath/Neuron_with_mHtt_inclusion.jpg	12				
http://en.wikipedia.org/wiki/Pigment	Pigment	https://commons.wikimedia.org/wiki/Special:FilePath/Natural_ultramarine_pigment.jpg	12				
http://en.wikipedia.org/wiki/Stone_tool	Stone tool	https://commons.wikimedia.org/wiki/Special:FilePath/National_park_stone_tools.jpg	12				
http://en.wikipedia.org/wiki/NASA	NASA	https://commons.wikimedia.org/wiki/Special:FilePath/NASA_logo.svg	12				
http://en.wikipedia.org/wiki/Multiplexing	Multiplexing	https://commons.wikimedia.org/wiki/Special:FilePath/Multiplexing_diagram.svg	12				
http://en.wikipedia.org/wiki/Mesenchymal_stem_cell	Mesenchymal stem cell	https://commons.wikimedia.org/wiki/Special:FilePath/MSC_high_magnification.jpg	12				
http://en.wikipedia.org/wiki/Mediation_%28statistics%29	Mediation (statistics)	https://commons.wikimedia.org/wiki/Special:FilePath/Mediation.jpg	12				
http://en.wikipedia.org/wiki/Lymphoma	Lymphoma	https://commons.wikimedia.org/wiki/Special:FilePath/Lymphoma_macro.jpg	12				
http://en.wikipedia.org/wiki/Southern_Africa	Southern Africa	https://commons.wikimedia.org/wiki/Special:FilePath/LocationSouthernAfrica.png	12				
http://en.wikipedia.org/wiki/Language_acquisition	Language acquisition	https://commons.wikimedia.org/wiki/Special:FilePath/Learning_box.svg	12				
http://en.wikipedia.org/wiki/Cosmopolitan_distribution	Cosmopolitan distribution	https://commons.wikimedia.org/wiki/Special:FilePath/Killerwhales_jumping.jpg	12				
http://en.wikipedia.org/wiki/Infrared	Infrared	https://commons.wikimedia.org/wiki/Special:FilePath/Ir_girl.png	12				
http://en.wikipedia.org/wiki/Solid	Solid	https://commons.wikimedia.org/wiki/Special:FilePath/Insulincrystals.jpg	12				
http://en.wikipedia.org/wiki/Gender_equality	Gender equality	https://commons.wikimedia.org/wiki/Special:FilePath/Igualtat_de_sexes.svg	12				
http://en.wikipedia.org/wiki/Robot	Robot	https://commons.wikimedia.org/wiki/Special:FilePath/HONDA_ASIMO.jpg	12				
http://en.wikipedia.org/wiki/Genetic_recombination	Genetic recombination	https://commons.wikimedia.org/wiki/Special:FilePath/Homologous_Recombination.jpg	12				
http://en.wikipedia.org/wiki/Electron	Electron	https://commons.wikimedia.org/wiki/Special:FilePath/HAtomOrbitals.png	12				
http://en.wikipedia.org/wiki/Burn	Burn	https://commons.wikimedia.org/wiki/Special:FilePath/Hand2ndburn.jpg	12				
http://en.wikipedia.org/wiki/Incertae_sedis	Incertae sedis	https://commons.wikimedia.org/wiki/Special:FilePath/Gymnogyps_californianus_us_fish_3.jpg	12				
http://en.wikipedia.org/wiki/Bone_marrow	Bone marrow	https://commons.wikimedia.org/wiki/Special:FilePath/Gray72-en.svg	12				
http://en.wikipedia.org/wiki/Global_Positioning_System	Global Positioning System	https://commons.wikimedia.org/wiki/Special:FilePath/GPS_Satellite_NASA_art-iif.jpg	12				
http://en.wikipedia.org/wiki/Northern_Hemisphere	Northern Hemisphere	https://commons.wikimedia.org/wiki/Special:FilePath/Global_hemispheres.svg	12				
http://en.wikipedia.org/wiki/Puerto_Rico	Puerto Rico	https://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Puerto_Rico.svg	12				
http://en.wikipedia.org/wiki/Kenya	Kenya	https://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Kenya.svg	12				
http://en.wikipedia.org/wiki/Embryophyte	Embryophyte	https://commons.wikimedia.org/wiki/Special:FilePath/Fern.jpg	12				
http://en.wikipedia.org/wiki/Image	Image	https://commons.wikimedia.org/wiki/Special:FilePath/Faust_bei_der_Arbeit.JPG	12				
http://en.wikipedia.org/wiki/Saturated_fat	Saturated fat	https://commons.wikimedia.org/wiki/Special:FilePath/Fat_composition_in_foods.png	12				
http://en.wikipedia.org/wiki/Gray_wolf	Gray wolf	https://commons.wikimedia.org/wiki/Special:FilePath/European_grey_wolf_in_Prague_zoo.jpg	12				
http://en.wikipedia.org/wiki/Cell_wall	Cell wall	https://commons.wikimedia.org/wiki/Special:FilePath/Eukaryota_cell_strucutre.PNG	12				
http://en.wikipedia.org/wiki/Interstitial_lung_disease	Interstitial lung disease	https://commons.wikimedia.org/wiki/Special:FilePath/End-stage_interstitial_lung_disease_(honeycomb_lung).jpg	12				
http://en.wikipedia.org/wiki/Reductionism	Reductionism	https://commons.wikimedia.org/wiki/Special:FilePath/Duck_of_Vaucanson.jpg	12				
http://en.wikipedia.org/wiki/Groin	Groin	https://commons.wikimedia.org/wiki/Special:FilePath/Dr_Bock_plate11a.jpg	12				
http://en.wikipedia.org/wiki/Primer_%28molecular_biology%29	Primer (molecular biology)	https://commons.wikimedia.org/wiki/Special:FilePath/DNA_replication.svg	12				
http://en.wikipedia.org/wiki/Gynaecology	Gynaecology	https://commons.wikimedia.org/wiki/Special:FilePath/Dilating_vaginal_speculum_inflating_vagina_and_light_illuminating.jpg	12				
http://en.wikipedia.org/wiki/Divergent_evolution	Divergent evolution	https://commons.wikimedia.org/wiki/Special:FilePath/Darwin's_finches.jpeg	12				
http://en.wikipedia.org/wiki/Spanish_language	Spanish language	https://commons.wikimedia.org/wiki/Special:FilePath/Countries_with_Spanish_as_an_official_language.svg	12				
http://en.wikipedia.org/wiki/Coagulation	Coagulation	https://commons.wikimedia.org/wiki/Special:FilePath/Coagulation_in_vivo.png	12				
http://en.wikipedia.org/wiki/Thrombin	Thrombin	https://commons.wikimedia.org/wiki/Special:FilePath/Coagulation_full.svg	12				
http://en.wikipedia.org/wiki/Lighting	Lighting	https://commons.wikimedia.org/wiki/Special:FilePath/Classical_spectacular_laser_effects.jpg	12				
http://en.wikipedia.org/wiki/Thermodynamics	Thermodynamics	https://commons.wikimedia.org/wiki/Special:FilePath/Carnot_engine_(hot_body_-_working_body_-_cold_body).jpg	12				
http://en.wikipedia.org/wiki/Stereotactic_surgery	Stereotactic surgery	https://commons.wikimedia.org/wiki/Special:FilePath/Brain_biopsy_under_stereotaxy.jpg	12				
http://en.wikipedia.org/wiki/Macaque	Macaque	https://commons.wikimedia.org/wiki/Special:FilePath/Bonnet_macaque_(Macaca_radiata)_Photograph_By_Shantanu_Kuveskar.jpg	12				
http://en.wikipedia.org/wiki/Biodiversity_hotspot	Biodiversity hotspot	https://commons.wikimedia.org/wiki/Special:FilePath/Biodiversity_Hotspots.svg	12				
http://en.wikipedia.org/wiki/Nuclear_fusion	Nuclear fusion	https://commons.wikimedia.org/wiki/Special:FilePath/Binding_energy_curve_-_common_isotopes.svg	12				
http://en.wikipedia.org/wiki/Bayesian_inference	Bayesian inference	https://commons.wikimedia.org/wiki/Special:FilePath/Bayes_theorem_visualisation.svg	12				
http://en.wikipedia.org/wiki/Surgical_suture	Surgical suture	https://commons.wikimedia.org/wiki/Special:FilePath/Atraumatisches_Nahtmaterial_17.JPG	12				
http://en.wikipedia.org/wiki/Arthropod	Arthropod	https://commons.wikimedia.org/wiki/Special:FilePath/Arthropoda.jpg	12				
http://en.wikipedia.org/wiki/Antarctica	Antarctica	https://commons.wikimedia.org/wiki/Special:FilePath/Antarctica_(orthographic_projection).svg	12				
http://en.wikipedia.org/wiki/Receptor_antagonist	Receptor antagonist	https://commons.wikimedia.org/wiki/Special:FilePath/Antagonist_2.png	12				
http://en.wikipedia.org/wiki/Amber	Amber	https://commons.wikimedia.org/wiki/Special:FilePath/Amber.pendants.800pix.050203.jpg	12				
http://en.wikipedia.org/wiki/Zika_fever	Zika fever	https://commons.wikimedia.org/wiki/Special:FilePath/Alexius_Salvador_Zika-Virus.jpg	12				
http://en.wikipedia.org/wiki/Achilles_tendon	Achilles tendon	https://commons.wikimedia.org/wiki/Special:FilePath/Achilles-tendon.jpg	12				
http://en.wikipedia.org/wiki/Insomnia	Insomnia		12				
http://en.wikipedia.org/wiki/Human_trafficking	Human trafficking		12				
http://en.wikipedia.org/wiki/Ecological_stability	Ecological stability		12				
http://en.wikipedia.org/wiki/Subjectivity	Subjectivity		12				
http://en.wikipedia.org/wiki/Species_description	Species description		12				
http://en.wikipedia.org/wiki/Differential_psychology	Differential psychology		12				
http://en.wikipedia.org/wiki/Philosophical_realism	Philosophical realism		12				
http://en.wikipedia.org/wiki/Mild_cognitive_impairment	Mild cognitive impairment		12				
http://en.wikipedia.org/wiki/Utility	Utility		12				
http://en.wikipedia.org/wiki/Mental_image	Mental image		12				
http://en.wikipedia.org/wiki/Drug_tolerance	Drug tolerance		12				
http://en.wikipedia.org/wiki/Multidisciplinary_approach	Multidisciplinary approach		12				
http://en.wikipedia.org/wiki/Public_sector	Public sector		12				
http://en.wikipedia.org/wiki/Clostridium_difficile_infection	Clostridium difficile infection		12				
http://en.wikipedia.org/wiki/Energy_drink	Energy drink		12				
http://en.wikipedia.org/wiki/Barriers_to_entry	Barriers to entry		12				
http://en.wikipedia.org/wiki/Property	Property		12				
http://en.wikipedia.org/wiki/Electromagnetic_field	Electromagnetic field		12				
http://en.wikipedia.org/wiki/Self-control	Self-control		12				
http://en.wikipedia.org/wiki/Adoptive_cell_transfer	Adoptive cell transfer		12				
http://en.wikipedia.org/wiki/Evidence-based_practice	Evidence-based practice		12				
http://en.wikipedia.org/wiki/HER2%2Fneu	HER2/neu		12				
http://en.wikipedia.org/wiki/Health_promotion	Health promotion		12				
http://en.wikipedia.org/wiki/Dyslexia	Dyslexia		12				
http://en.wikipedia.org/wiki/Mental_health_professional	Mental health professional		12				
http://en.wikipedia.org/wiki/Fasting	Fasting		12				
http://en.wikipedia.org/wiki/Mechanism_%28philosophy%29	Mechanism (philosophy)		12				
http://en.wikipedia.org/wiki/Gastric_bypass_surgery	Gastric bypass surgery		12				
http://en.wikipedia.org/wiki/Quantification_%28science%29	Quantification (science)		12				
http://en.wikipedia.org/wiki/Triple-negative_breast_cancer	Triple-negative breast cancer		12				
http://en.wikipedia.org/wiki/Recruitment	Recruitment		12				
http://en.wikipedia.org/wiki/3D_computer_graphics	3D computer graphics		12				
http://en.wikipedia.org/wiki/Genetically_modified_crops	Genetically modified crops		12				
http://en.wikipedia.org/wiki/Crowdsourcing	Crowdsourcing		12				
http://en.wikipedia.org/wiki/Quality_%28business%29	Quality (business)		12				
http://en.wikipedia.org/wiki/Infertility	Infertility		12				
http://en.wikipedia.org/wiki/Calorie	Calorie		12				
http://en.wikipedia.org/wiki/Opioid_overdose	Opioid overdose		12				
http://en.wikipedia.org/wiki/Mosaic_%28genetics%29	Mosaic (genetics)		12				
http://en.wikipedia.org/wiki/Cardiogenic_shock	Cardiogenic shock		12				
http://en.wikipedia.org/wiki/Property_%28philosophy%29	Property (philosophy)		12				
http://en.wikipedia.org/wiki/Behavioral_neuroscience	Behavioral neuroscience		12				
http://en.wikipedia.org/wiki/Proteome	Proteome		12				
http://en.wikipedia.org/wiki/Breathing	Breathing		12				
http://en.wikipedia.org/wiki/Encoding_%28memory%29	Encoding (memory)		12				
http://en.wikipedia.org/wiki/Usability	Usability		12				
http://en.wikipedia.org/wiki/Categorization	Categorization		12				
http://en.wikipedia.org/wiki/Sustainable_Development_Goals	Sustainable Development Goals	https://en.wikipedia.org/wiki/Special:FilePath/UN_SDG_Logo.png	11				
http://en.wikipedia.org/wiki/Particle	Particle	https://en.wikipedia.org/wiki/Special:FilePath/GMAW.welding.af.ncs.jpg	11				
http://en.wikipedia.org/wiki/Himalayas	Himalayas	https://en.wikipedia.org/wiki/Special:FilePath/Everest_North_Face_toward_Base_Camp_Tibet_Luca_Galuzzi_2006_edit_1.jpg	11				
http://en.wikipedia.org/wiki/Southern_Europe	Southern Europe	https://en.wikipedia.org/wiki/Special:FilePath/European_sub-regions_(according_to_EuroVoc,_the_thesaurus_of_the_EU).png	11				
http://en.wikipedia.org/wiki/Allosteric_regulation	Allosteric regulation	https://en.wikipedia.org/wiki/Special:FilePath/Enzyme_Model.jpg	11				
http://en.wikipedia.org/wiki/Cloud	Cloud	https://en.wikipedia.org/wiki/Special:FilePath/Cumulus_clouds_panorama.jpg	11				
http://en.wikipedia.org/wiki/Chocolate	Chocolate	https://en.wikipedia.org/wiki/Special:FilePath/ChocolateA.jpg	11				
http://en.wikipedia.org/wiki/Bumblebee	Bumblebee	https://en.wikipedia.org/wiki/Special:FilePath/Bumblebee_October_2007-3a.jpg	11				
http://en.wikipedia.org/wiki/Terrestrial_animal	Terrestrial animal	https://en.wikipedia.org/wiki/Special:FilePath/Anthomyiidae_sp._1_(aka).jpg	11				
http://en.wikipedia.org/wiki/Archosaur	Archosaur	https://commons.wikimedia.org/wiki/Special:FilePath/Yellow-billed_stork_kazinga.jpg	11				
http://en.wikipedia.org/wiki/Liquid	Liquid	https://commons.wikimedia.org/wiki/Special:FilePath/Water_drop_001.jpg	11				
http://en.wikipedia.org/wiki/Magnetic_field	Magnetic field	https://commons.wikimedia.org/wiki/Special:FilePath/VFPt_cylindrical_magnet_thumb.svg	11				
http://en.wikipedia.org/wiki/Sales	Sales	https://commons.wikimedia.org/wiki/Special:FilePath/Vegetable_seller_Porto_Covo_2008-2.jpg	11				
http://en.wikipedia.org/wiki/Angle	Angle	https://commons.wikimedia.org/wiki/Special:FilePath/Two_rays_and_one_vertex.png	11				
http://en.wikipedia.org/wiki/Game	Game	https://commons.wikimedia.org/wiki/Special:FilePath/Tug-of-war.jpg	11				
http://en.wikipedia.org/wiki/Esophagus	Esophagus	https://commons.wikimedia.org/wiki/Special:FilePath/Tractus_intestinalis_esophagus.svg	11				
http://en.wikipedia.org/wiki/Prostitution	Prostitution	https://commons.wikimedia.org/wiki/Special:FilePath/Toulouse-Lautrec_Prostitutes_DMA.jpg	11				
http://en.wikipedia.org/wiki/Navigation	Navigation	https://commons.wikimedia.org/wiki/Special:FilePath/Table_of_Geography_and_Hydrography,_Cyclopaedia,_Volume_1.jpg	11				
http://en.wikipedia.org/wiki/Local_anesthetic	Local anesthetic	https://commons.wikimedia.org/wiki/Special:FilePath/Struktur-Lokalanästhetika.png	11				
http://en.wikipedia.org/wiki/Justice	Justice	https://commons.wikimedia.org/wiki/Special:FilePath/Statue_of_Justice_Castellania,_Malta.jpeg	11				
http://en.wikipedia.org/wiki/Particle_physics	Particle physics	https://commons.wikimedia.org/wiki/Special:FilePath/Standard_Model_of_Elementary_Particles.svg	11				
http://en.wikipedia.org/wiki/Soybean	Soybean	https://commons.wikimedia.org/wiki/Special:FilePath/Soybean.USDA.jpg	11				
http://en.wikipedia.org/wiki/Penguin	Penguin	https://commons.wikimedia.org/wiki/Special:FilePath/South_Shetland-2016-Deception_Island–Chinstrap_penguin_(Pygoscelis_antarctica)_04.jpg	11				
http://en.wikipedia.org/wiki/Media_psychology	Media psychology	https://commons.wikimedia.org/wiki/Special:FilePath/Social-media-phrenology.jpg	11				
http://en.wikipedia.org/wiki/Animal_communication	Animal communication	https://commons.wikimedia.org/wiki/Special:FilePath/Sniffing_fur.jpg	11				
http://en.wikipedia.org/wiki/Binary_star	Binary star	https://commons.wikimedia.org/wiki/Special:FilePath/Sirius_A_and_B_Hubble_photo.jpg	11				
http://en.wikipedia.org/wiki/Amplitude	Amplitude	https://commons.wikimedia.org/wiki/Special:FilePath/Sine_voltage.svg	11				
http://en.wikipedia.org/wiki/Seawater	Seawater	https://commons.wikimedia.org/wiki/Special:FilePath/Sea_water_Virgo.jpg	11				
http://en.wikipedia.org/wiki/Computed_tomography_angiography	Computed tomography angiography	https://commons.wikimedia.org/wiki/Special:FilePath/SagitalAAA.jpg	11				
http://en.wikipedia.org/wiki/Rivaroxaban	Rivaroxaban	https://commons.wikimedia.org/wiki/Special:FilePath/Rivaroxaban2DCSD.svg	11				
http://en.wikipedia.org/wiki/Common_cold	Common cold	https://commons.wikimedia.org/wiki/Special:FilePath/Rhinovirus.PNG	11				
http://en.wikipedia.org/wiki/Metabolic_disorder	Metabolic disorder	https://commons.wikimedia.org/wiki/Special:FilePath/Ragged_red_fibres_-_gtc_-_very_high_mag.jpg	11				
http://en.wikipedia.org/wiki/Zoonosis	Zoonosis	https://commons.wikimedia.org/wiki/Special:FilePath/Rabid_dog.jpg	11				
http://en.wikipedia.org/wiki/Disaster	Disaster	https://commons.wikimedia.org/wiki/Special:FilePath/Post-and-Grant-Avenue.-Look.jpg	11				
http://en.wikipedia.org/wiki/Head	Head	https://commons.wikimedia.org/wiki/Special:FilePath/Portrait_of_a_Meerkat.jpg	11				
http://en.wikipedia.org/wiki/Symplesiomorphy	Symplesiomorphy	https://commons.wikimedia.org/wiki/Special:FilePath/Plesiomorphy.jpg	11				
http://en.wikipedia.org/wiki/Tumors_of_the_hematopoietic_and_lymphoid_tissues	Tumors of the hematopoietic and lymphoid tissues	https://commons.wikimedia.org/wiki/Special:FilePath/Plasmacytoma_ultramini1.jpg	11				
http://en.wikipedia.org/wiki/Cough	Cough	https://commons.wikimedia.org/wiki/Special:FilePath/Pertussis.jpg	11				
